	Lead Result	Lead Result	Lead Result	Lead Result	Lead Result
	min	max	mean	count	count_above_5
StHOPEPublicSchool7CITYOFSACRAMENTOMAIN	5.0	13.1	6.62	5	1.0
StJohnoftheCrossSchoolHELIXWATERDISTRICT	5.0	5.0	5.0	5	0.0
StMartinofToursAcademyHELIXWATERDISTRICT	5.0	5.0	5.0	5	0.0
StMarysElementarySANJOSEWATERCOMPANY	5.0	5.0	5.0	5	0.0
StPatrickCatholicSchoolCARLSBADMWD	5.0	5.0	5.0	5	0.0
StandleyMiddleSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
StanfordAvenueElementaryCALWATERSERVICECOOROVILLE	5.0	5.0	5.0	5	0.0
StaufferMiddleDOWNEYCITYWATERDEPT	5.0	7.6	5.866666666666667	3	1.0
SteeleCanyonHighOTAYWATERDISTRICT	5.0	5.0	5.0	4	0.0
StegeElementaryEASTBAYMUD	5.0	10.0	6.0	5	1.0
StellaIHillsElementaryCWSBAKERSFIELD	5.0	5.0	5.0	4	0.0
StellaMarisAcademySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
StevensonRobertLouisElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
StewartElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
StineElementaryCWSBAKERSFIELD	5.0	5.0	5.0	4	0.0
StockdaleElementaryBAKERSFIELDCITYOF	5.0	5.0	5.0	4	0.0
StockdaleHighBAKERSFIELDCITYOF	5.0	5.0	5.0	5	0.0
StoneCreekElementaryIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	4	0.0
StonecreekJuniorHighCWSBAKERSFIELD	5.0	5.0	5.0	5	0.0
StonegateElementaryIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
StratfordSchoolPASADENACITYWATERDEPT	5.0	5.0	5.0	3	0.0
StuartMesaElementaryCAMPPENDLETONSOUTH	5.0	5.0	5.0	5	0.0
SuccessAcademyCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
SummitPreparatoryCharterHighCITYOFREDWOODCITY	5.0	5.0	5.0	3	0.0
SunflowerElementaryELCENTROCITYOF	5.0	5.0	5.0	5	0.0
SunnysideElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
SunnysideElementarySWEETWATERAUTHORITY	5.0	9.0	5.8	5	1.0
SunnyslopeElementaryCALAMWATERCORONADO	5.0	5.0	5.0	5	0.0
SunnyvaleMiddleCITYOFSUNNYVALE	5.0	5.0	5.0	5	0.0
SunriseElementarySCWAMATHERSUNRISE	5.0	5.0	5.0	5	0.0
SunriseMiddleSANJOSEWATERCOMPANY	5.0	5.0	5.0	5	0.0
SunriseTechCenterCITRUSHEIGHTSWATERDISTRICT	5.0	5.0	5.0	5	0.0
SunsetElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
SunsetRanchElementaryPLACERCWAFOOTHILL	5.0	5.0	5.0	5	0.0
SunsetViewElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SusanBAnthonyElementaryCITYOFDALYCITY	5.0	5.0	5.0	5	0.0
SusanBAnthonyElementaryCITYOFSACRAMENTOMAIN	5.0	8.8	5.76	5	1.0
SussmanMiddleDOWNEYCITYWATERDEPT	5.0	15.0	8.333333333333334	3	1.0
SutroElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
SutterCreekElementaryAWASUTTERCREEK	5.0	6.4	5.279999999999999	5	1.0
SutterCreekPrimaryAWASUTTERCREEK	5.0	5.0	5.0	5	0.0
SutterMiddleCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
SuttervilleElementaryCITYOFSACRAMENTOMAIN	5.0	5.4	5.08	5	1.0
SweetwaterHighSWEETWATERAUTHORITY	5.0	10.6	6.12	5	1.0
SycamoreCanyonElementaryPADREDAMMWD	5.0	5.0	5.0	5	0.0
SycamoreHillsElementaryWESTVALLEYWATERDISTRICT	5.0	6.7	5.34	5	1.0
SycamoreRidgeSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SylvanMiddleCITRUSHEIGHTSWATERDISTRICT	5.0	5.0	5.0	5	0.0
TCMcDanielSchoolCITYOFFAIRFIELD	5.0	5.0	5.0	3	0.0
TRSmedbergMiddleSCWALAGUNAVINEYARD	5.0	5.0	5.0	5	0.0
TaftMiddleSANDIEGOCITYOF	5.0	6.29	5.258	5	1.0
TahoeElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
TamalpaisHighMARINMUNICIPALWATERDISTRICT	5.0	5.0	5.0	5	0.0
TamiscalHighAlternativeMARINMUNICIPALWATERDISTRICT	5.0	5.0	5.0	1	0.0
TaraHillsElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
TarbutVTorahCommunityDaySchoolIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
TaylorEdwardRElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
TempleHeightsElementaryOCEANSIDECITYOF	5.0	5.0	5.0	4	0.0
TenderloinCommunitySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
TeofiloMendozaCALAMWATERCORONADO	5.0	5.0	5.0	5	0.0
TerraceHillsMiddleRIVERSIDEHIGHLANDWATERCOMPANY	5.0	8.0	5.7	5	2.0
TerraceViewElementaryRIVERSIDEHIGHLANDWATERCOMPANY	5.0	73.0	18.714285714285715	7	3.0
TerrellElementarySANJOSEWATERCOMPANY	5.0	5.6	5.14	5	2.0
TevisJuniorHighBAKERSFIELDCITYOF	5.0	5.0	5.0	4	0.0
TheAcademyofAlamedaEASTBAYMUD	5.0	7.2	5.4399999999999995	5	1.0
TheAcademyofAlamedaElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
TheBridgeSchoolHILLSBOROUGHWATERDEPT	5.0	5.0	5.0	3	0.0
TheCambridgeSchoolSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
TheChildrensSchoolSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
TheCollegePreparatorySchoolEASTBAYMUD	5.0	5.0	5.0	5	0.0
TheLanguageAcademyofSacramentoCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
TheMetSacramentoCharterHighCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	3	0.0
TheOFarrellCharterSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
ThelmaBBedellElementarySANTAPAULAWATERSYSTEM	5.0	5.0	5.0	5	0.0
TheodoreJudahElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
TheodoreRooseveltElementaryBURBANKCITYWATERDEPT	5.0	5.0	5.0	5	0.0
ThomasEdisonElementaryBURBANKCITYWATERDEPT	5.0	5.0	5.0	5	0.0
ThomasEdisonElementaryCITYOFDALYCITY	5.0	5.0	5.0	4	0.0
ThomasJeffersonElementaryBURBANKCITYWATERDEPT	5.0	5.0	5.0	5	0.0
ThomasJeffersonElementaryCITYOFROSEVILLE	5.0	5.0	5.0	5	0.0
ThomasRPollicitaMiddleCITYOFDALYCITY	5.0	5.0	5.0	4	0.0
ThornhillElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
ThorntonHighCITYOFDALYCITY	5.0	5.0	5.0	3	0.0
ThousandOaksElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
ThrivePublicSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
TiceCreekEASTBAYMUD	5.0	5.0	5.0	3	0.0
TierraBonitaElementaryPOWAYCITYOF	5.0	5.0	5.0	5	0.0
TierraDelSolContinuationHighCWSBAKERSFIELD	5.0	5.0	5.0	4	0.0
TierraLindaMiddleMIDPENINSULAWATERDISTRICT	5.0	5.0	5.0	5	0.0
TierradelSolMiddleLAKESIDEWD	5.0	5.0	5.0	3	0.0
TierrasantaElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
TobyJohnsonMiddleSCWALAGUNAVINEYARD	5.0	5.0	5.0	5	0.0
TolerElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
TorreyHillsSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
TorreyPinesElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
TorreyPinesHighSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
TownshipElementaryVENTURAWWDNO8SIMIVALLEY	5.0	5.7	5.175	4	1.0
TrajanElementaryCITRUSHEIGHTSWATERDISTRICT	5.0	5.0	5.0	5	0.0
TrinityCenterElementaryTRINITYCENTERMWC	5.0	5.0	5.0	4	0.0
TrinityChristianHighSchoolCALAMWATERCOMPANYMONTEREY	5.0	5.0	5.0	2	0.0
TrinityChristianSchoolHELIXWATERDISTRICT	5.0	5.0	5.0	5	0.0
TrinityHighWEAVERVILLECSD	5.0	5.0	5.0	5	0.0
TurtleRockElementaryIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	4	0.0
TustinHighCITYOFTUSTIN	5.0	5.0	5.0	5	0.0
TustinMemorialElementaryCITYOFTUSTIN	5.0	5.0	5.0	5	0.0
TwainHarteTWAINHARTECOMMUNITYSERVICESDISTRICT	5.0	5.0	5.0	4	0.0
TwainHighSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
TwainMesaSANDIEGOCITYOF	5.0	5.0	5.0	1	0.0
TwainMorseSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
TwinLakesElementaryFAIROAKSWATERDISTRICT	5.0	5.0	5.0	5	0.0
TwinOaksElementaryPLACERCWAFOOTHILL	5.0	5.0	5.0	5	0.0
TwinOaksElementaryVALLECITOSWD	5.0	5.0	5.0	5	0.0
TwinOaksHighVALLECITOSWD	5.0	31.0	14.0	4	2.0
TwinPeaksMiddlePOWAYCITYOF	5.0	5.0	5.0	5	0.0
UlloaElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
UnionHouseElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
UniversityCityHighSANDIEGOCITYOF	5.0	5.38	5.076	5	1.0
UniversityParkElementaryCWSCSALINAS	5.0	5.0	5.0	5	0.0
UniversityParkElementaryIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
UniversityPreparatoryCITYOFREDDING	5.0	9.7	6.119999999999999	5	2.0
UnsworthElementaryDOWNEYCITYWATERDEPT	5.0	6.0	5.333333333333333	3	1.0
UrbanDiscoveryAcademyCharterSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
VIPVillagePreschoolCALAMWATERCORONADO	5.0	5.0	5.0	5	0.0
ValenciaParkElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
ValhallaHighOTAYWATERDISTRICT	5.0	5.0	5.0	5	0.0
VallecitoElementaryMARINMUNICIPALWATERDISTRICT	5.0	5.0	5.0	4	0.0
ValleyCenterElementaryVALLEYCENTERMWD	5.0	5.0	5.0	2	0.0
ValleyCenterHighVALLEYCENTERMWD	5.0	5.0	5.0	2	0.0
ValleyCenterMiddleVALLEYCENTERMWD	5.0	5.0	5.0	2	0.0
ValleyCenterPrepVALLEYCENTERMWD	5.0	7.0	6.0	2	1.0
ValleyCenterPrimaryVALLEYCENTERMWD	5.0	5.0	5.0	2	0.0
ValleyElementaryPOWAYCITYOF	5.0	5.0	5.0	5	0.0
ValleyElementaryYUCAIPAVALLEYWATERDISTRICT	5.0	5.0	5.0	10	0.0
ValleyHighCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
ValleyMiddleCARLSBADMWD	5.0	5.0	5.0	5	0.0
ValleyViewElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
ValleyViewElementaryPLACERCWAFOOTHILL	5.0	5.0	5.0	5	0.0
ValleyViewMiddleVENTURAWWDNO8SIMIVALLEY	5.0	5.0	5.0	4	0.0
ValleyVistaElementarySWEETWATERAUTHORITY	5.0	11.0	6.2	5	1.0
VargasElementaryCITYOFSUNNYVALE	5.0	5.0	5.0	5	0.0
VenadoMiddleIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
VencilBrownElementaryCITYOFROSEVILLE	5.0	5.0	5.0	4	0.0
VerdeElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
VeteransElementaryCWSNORTHGARDEN	5.0	5.0	5.0	4	0.0
VictoriaGrovesElementaryCUCAMONGAVALLEYWATERDISTRICT	5.0	5.0	5.0	5	0.0
VictoryBaptistChristianSchoolMARIPOSAPUBLICUTILITYDIST	5.7	5.7	5.7	1	1.0
VictoryHighPLACERCWAFOOTHILL	5.0	5.0	5.0	3	0.0
VillageElementarySACRAMENTOSUBURBANWATERDISTRICT	5.0	5.0	5.0	5	0.0
VillageSANJOSEWATERCOMPANY	0.83	5.0	4.1659999999999995	5	0.0
VinciParkElementarySANJOSEWATERCOMPANY	5.0	5.0	5.0	5	0.0
VineHillElementarySCOTTSVALLEYWATERDISTRICT	5.0	5.0	5.0	5	0.0
VineyardJuniorHighCUCAMONGAVALLEYWATERDISTRICT	5.0	5.0	5.0	5	0.0
VirginiaAvenueElementaryCWSBAKERSFIELD	5.0	5.0	5.0	3	0.0
VisitacionValleyElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
VisitacionValleyMiddleSFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
VistaAcademyofVisualandPerformingArtsVISTAIRRIGATIONDISTRICT	5.0	5.0	5.0	4	0.0
VistaAdultTransitionCenterVISTAIRRIGATIONDISTRICT	5.0	6.2	5.6	2	1.0
VistaContinuationHighCWSBAKERSFIELD	5.0	5.0	5.0	3	0.0
VistaGrandeElementaryOTAYWATERDISTRICT	5.0	5.0	5.0	5	0.0
VistaGrandeElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
VistaHighAlternativeEASTBAYMUD	5.0	12.0	6.4	5	1.0
VistaHighVISTAIRRIGATIONDISTRICT	5.0	5.0	5.0	5	0.0
VistaHillFoundationSANDIEGOCITYOF	5.0	11.9	6.38	5	1.0
VistaInnovationandDesignAcademyVISTAIRRIGATIONDISTRICT	5.0	5.0	5.0	4	0.0
VistaLaMesaAcademyHELIXWATERDISTRICT	5.0	5.0	5.0	5	0.0
VistaMagnetMiddleSchoolofTechnologyScienceandMathVISTAIRRIGATIONDISTRICT	5.0	5.0	5.0	5	0.0
VistaSquareElementarySWEETWATERAUTHORITY	5.0	5.0	5.0	5	0.0
VistaVerdeIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
VistaVisionsAcademyVISTAIRRIGATIONDISTRICT	5.0	5.0	5.0	1	0.0
VistaWestContinuationHighBAKERSFIELDCITYOF	5.0	17.0	7.4	5	1.0
WDHallElementaryHELIXWATERDISTRICT	5.0	5.0	5.0	4	0.0
WagnerRanchElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
WalkerElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
WalnutCreekIntermediateEASTBAYMUD	5.0	5.0	5.0	5	0.0
WalnutHeightsElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
WaltDisneyElementaryBURBANKCITYWATERDEPT	5.0	5.0	5.0	5	0.0
WalterColtonCALAMWATERCOMPANYMONTEREY	5.0	6.0	5.2	5	1.0
WalterZimmermanElementaryWESTVALLEYWATERDISTRICT	5.0	5.0	5.0	5	0.0
WangenheimMiddleSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
WardElementaryDOWNEYCITYWATERDEPT	5.0	5.6	5.2	3	1.0
WarrenAAllisonElementarySACRAMENTOSUBURBANWATERDISTRICT	5.0	21.0	8.2	5	1.0
WarrenHighDOWNEYCITYWATERDEPT	5.0	5.0	5.0	4	0.0
WarrenTEichMiddleCITYOFROSEVILLE	5.0	5.0	5.0	5	0.0
WarrenWalkerSchoolLaMesaHELIXWATERDISTRICT	5.0	5.0	5.0	5	0.0
WashingtonAcceleratedElementaryPASADENACITYWATERDEPT	5.0	5.0	5.0	5	0.0
WashingtonElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
WashingtonElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
WashingtonElementaryELCENTROCITYOF	5.0	9.1	5.82	5	1.0
WashingtonElementaryEUREKACITYOF	5.0	5.0	5.0	5	0.0
WashingtonElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
WashingtonElementarySANJOSEWATERCOMPANY	5.0	7.2	5.4399999999999995	5	1.0
WashingtonManorMiddleEASTBAYMUD	5.0	5.0	5.0	5	0.0
WashingtonMiddleCWSBAKERSFIELD	5.0	7.2	5.4399999999999995	5	1.0
WashingtonMiddlePASADENACITYWATERDEPT	5.0	12.0	6.4	5	1.0
WayneVanHornElementaryBAKERSFIELDCITYOF	5.0	5.0	5.0	4	0.0
WaysideElementaryCWSBAKERSFIELD	5.0	5.0	5.0	4	0.0
WeavervilleElementaryWEAVERVILLECSD	5.0	5.0	5.0	5	0.0
WebsterDanielElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
WebsterElementarySANDIEGOCITYOF	5.0	7.14	5.446	5	2.0
WedgeworthElementaryROWLANDWATERDISTRICT	5.0	5.0	5.0	5	0.0
WeedHighWEEDCITYOF	5.0	5.0	5.0	5	0.0
WegeforthElementarySANDIEGOCITYOF	5.0	6.83	5.792	5	4.0
WestCampusCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
WestHighCWSBAKERSFIELD	5.0	5.0	5.0	5	0.0
WestHillsHighPADREDAMMWD	5.0	5.0	5.0	5	0.0
WestHillsboroughHILLSBOROUGHWATERDEPT	5.0	9.04	6.212	5	2.0
WestPortalElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	117.0	21.631428571428568	7	2.0
WestStreetElementaryCITYOFCORNING	5.0	5.0	5.0	3	0.0
WestlakeElementaryCITYOFDALYCITY	5.0	5.0	5.0	4	0.0
WestmontHighSANJOSEWATERCOMPANY	0.087	5.0	1.1334	5	0.0
WestmoorHighCITYOFDALYCITY	5.0	5.0	5.0	5	0.0
WestparkElementaryIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
WestsideElementaryRIOLINDAELVERTACOMMUNITYWATERDIST	5.0	5.0	5.0	5	0.0
WestsidePreparatoryCharterSACRAMENTOSUBURBANWATERDISTRICT	5.0	5.0	5.0	1	0.0
WhiteOakElementaryVENTURAWWDNO8SIMIVALLEY	5.0	5.0	5.0	3	0.0
WhiteOaksElementaryCALIFORNIAWATERSERVICESANCARLOS	5.0	5.0	5.0	3	0.0
WhitefordJuneSpecialEducationPreschoolALAMEDACOUNTYWATERDISTRICT	5.0	9.609	6.5982	5	3.0
WhitmanElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
WhitneyHighPLACERCWAFOOTHILL	5.0	6.63	5.326	5	1.0
WhittierK12SANDIEGOCITYOF	5.0	5.19	5.038	5	1.0
WildwoodChristianAcademyYUCAIPAVALLEYWATERDISTRICT	5.0	5.0	5.0	10	0.0
WildwoodElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
WillCWoodMiddleCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
WillCWoodMiddleEASTBAYMUD	5.0	5.0	5.0	5	0.0
WillRogersElementarySANTAMONICACITYWATERDIVISION	1.0	8.7	4.925	4	1.0
WillRogersMiddleCARMICHAELWATERDISTRICT	5.0	5.0	5.0	5	0.0
WillardElementaryPASADENACITYWATERDEPT	5.0	5.0	5.0	5	0.0
WilliamBBimatElementaryBAKERSFIELDCITYOF	5.0	5.0	5.0	4	0.0
WilliamCOverfeltHighSANJOSEWATERCOMPANY	0.086	0.79	0.5551999999999999	5	0.0
WilliamEFanningElementaryCITYOFBREA	5.0	5.0	5.0	5	0.0
WilliamGPadenElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
WilliamKasebergElementaryCITYOFROSEVILLE	5.0	5.0	5.0	5	0.0
WilliamLandElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
WilliamLeeCollegePrepCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	1	0.0
WilliamMcKinleyElementaryBURBANKCITYWATERDEPT	5.0	5.0	5.0	5	0.0
WilliamNorthrupElementaryCITYOFALHAMBRA	5.0	11.0	7.38	5	3.0
WilliamPennElementaryCWSBAKERSFIELD	5.0	5.0	5.0	2	0.0
WilliamsElementaryCWSBAKERSFIELD	5.0	5.0	5.0	4	0.0
WilliamsElementaryDOWNEYCITYWATERDEPT	5.0	5.0	5.0	3	0.0
WilliamsElementarySANJOSEWATERCOMPANY	5.0	5.0	5.0	5	0.0
WillitsHighWILLITSCITYOF	5.0	5.0	5.0	5	0.0
WillowGlenElementarySANJOSEWATERCOMPANY	5.0	5.0	5.0	5	0.0
WillowGlenHighSANJOSEWATERCOMPANY	5.0	18.0	8.614285714285714	7	3.0
WillowGlenMiddleSANJOSEWATERCOMPANY	5.0	9.4	5.88	5	1.0
WillowsCommunityHighCALWATERSERVICECOWILLOWS	5.0	5.0	5.0	1	0.0
WillowsHighCALWATERSERVICECOWILLOWS	5.0	5.0	5.0	5	0.0
WillowsIntermediateCALWATERSERVICECOWILLOWS	5.0	68.0	14.014285714285714	7	2.0
WilsonJrHighELCENTROCITYOF	5.0	21.0	8.833333333333334	6	2.0
WilsonMiddleSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
WinshipMiddleHUMBOLDTCSD	1.2	5.0	2.84	5	0.0
WinterGardensElementaryLAKESIDEWD	5.0	5.0	5.0	3	0.0
WoodRanchElementaryVENTURAWWDNO8SIMIVALLEY	5.0	5.0	5.0	4	0.0
WoodbineElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
WoodbridgeHighIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
WoodburyElementaryIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
WoodcreekHighCITYOFROSEVILLE	5.0	5.0	5.0	5	0.0
WoodlakeElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
WoodlandParkMiddleVALLECITOSWD	5.0	5.0	5.0	5	0.0
WoodridgeElementarySACRAMENTOSUBURBANWATERDISTRICT	5.0	5.0	5.0	5	0.0
WoodroeWoodsEASTBAYMUD	5.0	11.0	6.24	5	2.0
WoodrowWilsonElementaryCITYOFDALYCITY	5.0	5.0	5.0	4	0.0
WoodrowWilsonMiddlePASADENACITYWATERDEPT	5.0	5.0	5.0	5	0.0
WoodsideHighCALIFORNIAWATERSERVICEBEARGULCH	5.0	5.0	5.0	5	0.0
WoodsideK8CITRUSHEIGHTSWATERDISTRICT	5.0	5.0	5.0	5	0.0
WoodsonElementaryCITYOFCORNING	5.0	5.0	5.0	2	0.0
WorkmanElementaryLAPUENTEVALLEYCWD	5.0	5.9	5.18	5	1.0
WyandotteAcademyCALWATERSERVICECOOROVILLE	5.0	5.0	5.0	5	0.0
YavPemSuabAcademyPreparingfortheFutureCharterCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
YbarraAcademyfortheArtsandTechnologyWALNUTVALLEYWATERDISTRICT	5.0	5.0	5.0	3	0.0
YerbaBuenaHighSANJOSEWATERCOMPANY	0.093	5.0	1.6372	5	0.0
YickWoElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	1	0.0
YuAliceFongElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
YuccaLomaElementaryAPPLEVALLEYRANCHOSWC	5.0	5.0	5.0	5	0.0
ZamoranoElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
ZoeBarnumHighEUREKACITYOF	1.4	3.1	1.9500000000000002	4	0.0
